timestamp,adjclose,open,high,volume,low,close
2014-09-17 00:00:00,457.3340148925781,465.864013671875,468.17401123046875,21056800,452.4219970703125,457.3340148925781
2014-09-18 00:00:00,424.44000244140625,456.8599853515625,456.8599853515625,34483200,413.10400390625,424.44000244140625
2014-09-19 00:00:00,394.7959899902344,424.1029968261719,427.8349914550781,37919700,384.5320129394531,394.7959899902344
2014-09-20 00:00:00,408.90399169921875,394.6730041503906,423.2959899902344,36863600,389.88299560546875,408.90399169921875
2014-09-21 00:00:00,398.8210144042969,408.0849914550781,412.4259948730469,26580100,393.1809997558594,398.8210144042969
2014-09-22 00:00:00,402.1520080566406,399.1000061035156,406.9159851074219,24127600,397.1300048828125,402.1520080566406
2014-09-23 00:00:00,435.7909851074219,402.0920104980469,441.5570068359375,45099500,396.1969909667969,435.7909851074219
2014-09-24 00:00:00,423.2049865722656,435.7510070800781,436.11199951171875,30627700,421.1319885253906,423.2049865722656
2014-09-25 00:00:00,411.5740051269531,423.156005859375,423.5199890136719,26814400,409.4679870605469,411.5740051269531
2014-09-26 00:00:00,404.42498779296875,411.4289855957031,414.93798828125,21460800,400.0090026855469,404.42498779296875
2014-09-27 00:00:00,399.5199890136719,403.5559997558594,406.62298583984375,15029300,397.37200927734375,399.5199890136719
2014-09-28 00:00:00,377.1809997558594,399.47100830078125,401.0169982910156,23613300,374.3320007324219,377.1809997558594
2014-09-29 00:00:00,375.4670104980469,376.9280090332031,385.21099853515625,32497700,372.239990234375,375.4670104980469
2014-09-30 00:00:00,386.9440002441406,376.0880126953125,390.97698974609375,34707300,373.4429931640625,386.9440002441406
2014-10-01 00:00:00,383.614990234375,387.427001953125,391.3789978027344,26229400,380.7799987792969,383.614990234375
2014-10-02 00:00:00,375.0719909667969,383.9880065917969,385.49700927734375,21777700,372.9460144042969,375.0719909667969
2014-10-03 00:00:00,359.5119934082031,375.1809997558594,377.69500732421875,30901200,357.8590087890625,359.5119934082031
2014-10-04 00:00:00,328.8659973144531,359.8919982910156,364.48699951171875,47236500,325.885986328125,328.8659973144531
2014-10-05 00:00:00,320.510009765625,328.9159851074219,341.8009948730469,83308096,289.2959899902344,320.510009765625
2014-10-06 00:00:00,330.0790100097656,320.3890075683594,345.1340026855469,79011800,302.55999755859375,330.0790100097656
2014-10-07 00:00:00,336.18701171875,330.5840148925781,339.24700927734375,49199900,320.48199462890625,336.18701171875
2014-10-08 00:00:00,352.94000244140625,336.1159973144531,354.364013671875,54736300,327.18798828125,352.94000244140625
2014-10-09 00:00:00,365.0260009765625,352.74798583984375,382.72601318359375,83641104,347.68701171875,365.0260009765625
2014-10-10 00:00:00,361.56201171875,364.68701171875,375.0669860839844,43665700,352.9630126953125,361.56201171875
2014-10-11 00:00:00,362.29901123046875,361.36199951171875,367.1910095214844,13345200,355.95098876953125,362.29901123046875
2014-10-12 00:00:00,378.54901123046875,362.6059875488281,379.4330139160156,17552800,356.1440124511719,378.54901123046875
2014-10-13 00:00:00,390.41400146484375,377.9209899902344,397.22601318359375,35221400,368.8970031738281,390.41400146484375
2014-10-14 00:00:00,400.8699951171875,391.6919860839844,411.697998046875,38491500,391.3240051269531,400.8699951171875
2014-10-15 00:00:00,394.77301025390625,400.9549865722656,402.22698974609375,25267100,388.7659912109375,394.77301025390625
2014-10-16 00:00:00,382.5559997558594,394.51800537109375,398.8070068359375,26990000,373.07000732421875,382.5559997558594
2014-10-17 00:00:00,383.75799560546875,382.7560119628906,385.4779968261719,13600700,375.3890075683594,383.75799560546875
2014-10-18 00:00:00,391.4419860839844,383.97601318359375,395.1579895019531,11416800,378.97100830078125,391.4419860839844
2014-10-19 00:00:00,389.5459899902344,391.2539978027344,393.9389953613281,5914570,386.4570007324219,389.5459899902344
2014-10-20 00:00:00,382.8450012207031,389.2309875488281,390.0840148925781,16419000,378.25201416015625,382.8450012207031
2014-10-21 00:00:00,386.4750061035156,382.4209899902344,392.64599609375,14188900,380.8340148925781,386.4750061035156
2014-10-22 00:00:00,383.1579895019531,386.1180114746094,388.57598876953125,11641300,382.2489929199219,383.1579895019531
2014-10-23 00:00:00,358.4169921875,382.9620056152344,385.0480041503906,26456900,356.4469909667969,358.4169921875
2014-10-24 00:00:00,358.3450012207031,358.59100341796875,364.3450012207031,15585700,353.30499267578125,358.3450012207031
2014-10-25 00:00:00,347.27099609375,358.6109924316406,359.8609924316406,18127500,342.87701416015625,347.27099609375
2014-10-26 00:00:00,354.7040100097656,347.48699951171875,359.22100830078125,11272500,343.9309997558594,354.7040100097656
2014-10-27 00:00:00,352.989013671875,354.7770080566406,358.6319885253906,13033000,349.8089904785156,352.989013671875
2014-10-28 00:00:00,357.6180114746094,353.2149963378906,359.9840087890625,7845880,352.6789855957031,357.6180114746094
2014-10-29 00:00:00,335.59100341796875,357.0889892578125,357.8330078125,18192700,335.3429870605469,335.59100341796875
2014-10-30 00:00:00,345.30499267578125,335.7090148925781,350.9129943847656,30177900,335.0719909667969,345.30499267578125
2014-10-31 00:00:00,338.3210144042969,345.0090026855469,348.0450134277344,12545400,337.1419982910156,338.3210144042969
2014-11-01 00:00:00,325.7489929199219,338.6499938964844,340.52899169921875,16677200,321.05499267578125,325.7489929199219
2014-11-02 00:00:00,325.8919982910156,326.07501220703125,329.04998779296875,8603620,320.6260070800781,325.8919982910156
2014-11-03 00:00:00,327.5539855957031,325.5690002441406,334.00201416015625,12948500,325.4809875488281,327.5539855957031
2014-11-04 00:00:00,330.49200439453125,327.1610107421875,331.7669982910156,15655500,325.0769958496094,330.49200439453125
2014-11-05 00:00:00,339.4859924316406,330.6830139160156,343.3689880371094,19817200,330.6830139160156,339.4859924316406
2014-11-06 00:00:00,349.2900085449219,339.4580078125,352.96600341796875,18797000,338.42401123046875,349.2900085449219
2014-11-07 00:00:00,342.4150085449219,349.8179931640625,352.73199462890625,16834200,341.7760009765625,342.4150085449219
2014-11-08 00:00:00,345.4880065917969,342.15399169921875,347.0320129394531,8535470,342.15399169921875,345.4880065917969
2014-11-09 00:00:00,363.2640075683594,345.3760070800781,363.6260070800781,24205600,344.2550048828125,363.2640075683594
2014-11-10 00:00:00,366.92401123046875,362.2650146484375,374.8160095214844,30450100,357.5610046386719,366.92401123046875
2014-11-11 00:00:00,367.69500732421875,365.85699462890625,371.30999755859375,15838900,363.7349853515625,367.69500732421875
2014-11-12 00:00:00,423.5610046386719,367.9849853515625,429.7179870605469,45783200,367.9849853515625,423.5610046386719
2014-11-13 00:00:00,420.7349853515625,427.27301025390625,457.0929870605469,58945000,401.12298583984375,420.7349853515625
2014-11-14 00:00:00,397.8179931640625,418.4169921875,419.25201416015625,29589200,384.78900146484375,397.8179931640625
2014-11-15 00:00:00,376.13299560546875,399.6499938964844,405.52801513671875,15727500,371.00799560546875,376.13299560546875
2014-11-16 00:00:00,387.8819885253906,374.7300109863281,390.79901123046875,11905600,374.60198974609375,387.8819885253906
2014-11-17 00:00:00,387.4079895019531,388.3489990234375,410.1990051269531,41518800,377.50201416015625,387.4079895019531
2014-11-18 00:00:00,375.197998046875,387.7850036621094,392.4020080566406,32222500,371.11700439453125,375.197998046875
2014-11-19 00:00:00,380.55499267578125,373.89599609375,386.4809875488281,18931800,373.89599609375,380.55499267578125
2014-11-20 00:00:00,357.8399963378906,380.3070068359375,382.0249938964844,25233200,356.781005859375,357.8399963378906
2014-11-21 00:00:00,350.8479919433594,357.8789978027344,357.8789978027344,29850100,344.11199951171875,350.8479919433594
2014-11-22 00:00:00,352.9200134277344,351.60400390625,364.84100341796875,15273000,350.87799072265625,352.9200134277344
2014-11-23 00:00:00,367.572998046875,353.17498779296875,370.8450012207031,15151600,353.17498779296875,367.572998046875
2014-11-24 00:00:00,376.9010009765625,366.947998046875,387.2090148925781,30930100,366.66900634765625,376.9010009765625
2014-11-25 00:00:00,375.3479919433594,376.885986328125,394.70098876953125,25442200,374.78399658203125,375.3479919433594
2014-11-26 00:00:00,368.3699951171875,376.0190124511719,377.697998046875,18601700,365.8160095214844,368.3699951171875
2014-11-27 00:00:00,369.6700134277344,370.50201416015625,373.99200439453125,8748030,368.2820129394531,369.6700134277344
2014-11-28 00:00:00,376.4469909667969,369.3739929199219,382.8380126953125,22946500,358.4549865722656,376.4469909667969
2014-11-29 00:00:00,375.4909973144531,376.1520080566406,387.60101318359375,15375600,372.1449890136719,375.4909973144531
2014-11-30 00:00:00,378.0469970703125,375.510009765625,382.5270080566406,9194440,373.3089904785156,378.0469970703125
2014-12-01 00:00:00,379.2449951171875,378.2489929199219,383.6619873046875,11763000,376.66900634765625,379.2449951171875
2014-12-02 00:00:00,381.31500244140625,379.25,384.0379943847656,12364100,377.8630065917969,381.31500244140625
2014-12-03 00:00:00,375.010009765625,381.72198486328125,383.0260009765625,13340100,374.34600830078125,375.010009765625
2014-12-04 00:00:00,369.60400390625,375.7179870605469,378.6549987792969,14529600,367.7590026855469,369.60400390625
2014-12-05 00:00:00,376.85400390625,369.4419860839844,379.1919860839844,15181800,365.7560119628906,376.85400390625
2014-12-06 00:00:00,374.7850036621094,376.7569885253906,378.447998046875,7009320,370.94500732421875,374.7850036621094
2014-12-07 00:00:00,375.0950012207031,374.83599853515625,376.2919921875,6491650,373.2749938964844,375.0950012207031
2014-12-08 00:00:00,361.90899658203125,374.9649963378906,376.02899169921875,18898700,361.885986328125,361.90899658203125
2014-12-09 00:00:00,352.218994140625,361.8949890136719,363.0669860839844,32915500,344.95098876953125,352.218994140625
2014-12-10 00:00:00,346.364990234375,352.2049865722656,352.3840026855469,16427700,346.364990234375,346.364990234375
2014-12-11 00:00:00,350.5060119628906,344.3399963378906,361.35699462890625,32431300,338.76300048828125,350.5060119628906
2014-12-12 00:00:00,352.5419921875,350.8330078125,352.9830017089844,16989800,349.2909851074219,352.5419921875
2014-12-13 00:00:00,347.3760070800781,352.3810119628906,352.3810119628906,11675900,346.5880126953125,347.3760070800781
2014-12-14 00:00:00,351.6319885253906,346.72698974609375,353.3160095214844,12415200,345.4179992675781,351.6319885253906
2014-12-15 00:00:00,345.3450012207031,351.3609924316406,351.81500244140625,17264200,344.9339904785156,345.3450012207031
