timestamp,adjclose,open,high,volume,low,close
2017-11-09 00:00:00,0.0014149999478831887,0.0012069999938830733,0.0014149999478831887,6259550,0.0011810000287368894,0.0014149999478831887
2017-11-10 00:00:00,0.0011630000080913305,0.001420999993570149,0.0014309999532997608,4246520,0.0011249999515712261,0.0011630000080913305
2017-11-11 00:00:00,0.0012009999481961131,0.001145999995060265,0.0012570000253617764,2231080,0.0011409999569877982,0.0012009999481961131
2017-11-12 00:00:00,0.0010379999876022339,0.0011889999732375145,0.0012100000167265534,3288960,0.0010019999463111162,0.0010379999876022339
2017-11-13 00:00:00,0.0012110000243410468,0.0010460000485181808,0.0012120000319555402,2481270,0.0010189999593421817,0.0012110000243410468
2017-11-14 00:00:00,0.0011840000515803695,0.0012009999481961131,0.0012390000047162175,2660340,0.0011309999972581863,0.0011840000515803695
2017-11-15 00:00:00,0.0013389999512583017,0.0011889999732375145,0.0013510000426322222,2840180,0.0011790000135079026,0.0013389999512583017
2017-11-16 00:00:00,0.0013899999903514981,0.001348000019788742,0.001424000016413629,3423010,0.0012860000133514404,0.0013899999903514981
2017-11-17 00:00:00,0.0013129999861121178,0.0013810000382363796,0.0013940000208094716,2787480,0.0012740000383928418,0.0013129999861121178
2017-11-18 00:00:00,0.0013729999773204327,0.001307999948039651,0.0013849999522790313,1648260,0.0012540000025182962,0.0013729999773204327
2017-11-19 00:00:00,0.0013760000001639128,0.0013549999566748738,0.001420999993570149,1431720,0.001339999958872795,0.0013760000001639128
2017-11-20 00:00:00,0.0013940000208094716,0.001373999984934926,0.0014280000468716025,2141360,0.001348000019788742,0.0013940000208094716
2017-11-21 00:00:00,0.0013889999827370048,0.0014100000262260437,0.0014459999511018395,3047660,0.0013020000187680125,0.0013889999827370048
2017-11-22 00:00:00,0.0018230000277981162,0.0014009999576956034,0.002053000032901764,18841700,0.0013729999773204327,0.0018230000277981162
2017-11-23 00:00:00,0.0018909999635070562,0.0018189999973401427,0.0022460001055151224,26126500,0.0018189999973401427,0.0018909999635070562
2017-11-24 00:00:00,0.0019079999765381217,0.0019399999873712659,0.0019779999274760485,9585960,0.001787999994121492,0.0019079999765381217
2017-11-25 00:00:00,0.0020719999447464943,0.0019229999743402004,0.0020719999447464943,5430930,0.0018769999733194709,0.0020719999447464943
2017-11-26 00:00:00,0.0020260000601410866,0.0020729999523609877,0.002131999935954809,7670430,0.001879999996162951,0.0020260000601410866
2017-11-27 00:00:00,0.001988000003620982,0.0019990000873804092,0.0020359999034553766,6185790,0.0018909999635070562,0.001988000003620982
2017-11-28 00:00:00,0.002363000065088272,0.0019910000264644623,0.002363000065088272,8317540,0.0019490000559017062,0.002363000065088272
